CustomerId,total_sessions,total_energy,avg_energy,avg_duration,dc_sessions,dc_fraction,unique_chargers,loyalty_ratio,primary_cluster,secondary_persona
2279112,48,857.543,17.865479166666667,1.3214525462962965,26,0.5416666666666666,8,6.0,-1,industrial
2279151,52,1268.999,24.403826923076924,0.6475961538461538,49,0.9423076923076924,9,5.777777777777778,-1,industrial
2293688,7,121.543,17.363285714285713,1.3278968253968255,2,0.2857142857142857,6,1.1666666666666667,-1,
2293693,4,26.95,6.7375,0.3699305555555555,3,0.75,2,2.0,-1,residential
2296826,4,33.103,8.27575,0.8089583333333333,0,0.0,4,1.0,1,residential
2296832,1,5.02,5.02,0.6736111111111112,0,0.0,1,1.0,1,
2297882,2,6.534000000000001,3.2670000000000003,0.6565277777777778,0,0.0,2,1.0,1,
2300142,2,0.451,0.2255,0.0316666666666666,0,0.0,1,2.0,1,
2302644,1,8.4,8.4,1.2072222222222222,0,0.0,1,1.0,1,
2318621,2,12.599,6.2995,0.9831944444444444,0,0.0,2,1.0,1,residential
2318661,1,3.96,3.96,1.6144444444444443,0,0.0,1,1.0,1,
2323201,1,14.894,14.894,2.1325,0,0.0,1,1.0,1,
2328437,12,274.366,22.863833333333332,1.0451620370370371,7,0.5833333333333334,4,3.0,-1,
2331521,8,112.598,14.07475,2.096736111111111,0,0.0,6,1.3333333333333333,1,
2334821,6,110.089,18.348166666666668,2.5688425925925924,0,0.0,4,1.5,1,industrial
2335483,1,7.732,7.732,1.16,0,0.0,1,1.0,1,
2338881,1,3.515,3.515,0.8616666666666667,0,0.0,1,1.0,1,
2339919,1,35.826,35.826,5.088611111111111,0,0.0,1,1.0,1,
2342803,2,18.374,9.187,0.5577777777777777,1,0.5,2,1.0,2,residential
2348932,1,1.993,1.993,0.5541666666666667,0,0.0,1,1.0,1,
2352820,1,3.87,3.87,0.6169444444444444,0,0.0,1,1.0,1,
2352910,4,25.057,6.2642500000000005,1.9178472222222225,0,0.0,4,1.0,1,residential
2353682,1,55.04,55.04,8.4475,0,0.0,1,1.0,1,residential
2366457,4,139.81,34.9525,5.683472222222222,0,0.0,4,1.0,1,residential
2366557,4,95.104,23.776,9.746319444444444,0,0.0,3,1.3333333333333333,-1,
2368734,2,22.158,11.079,1.9094444444444445,0,0.0,2,1.0,1,
2370920,4,17.345,4.33625,0.6623611111111111,0,0.0,2,2.0,1,
2371264,18,737.087,40.94927777777778,10.844413580246917,0,0.0,7,2.5714285714285716,-1,
2371836,1,15.403,15.403,2.21,0,0.0,1,1.0,1,
2379174,1,59.27,59.27,8.921666666666667,0,0.0,1,1.0,1,residential
2379211,1,7.98,7.98,1.1933333333333334,0,0.0,1,1.0,1,residential
2380706,2,16.224,8.112,1.1183333333333332,0,0.0,1,2.0,1,residential
2380725,16,101.713,6.3570625,0.9671701388888888,0,0.0,8,2.0,1,
2388922,1,3.35,3.35,0.4802777777777778,0,0.0,1,1.0,1,
2393019,1,0.01,0.01,0.0108333333333333,1,1.0,1,1.0,3,residential
2401150,1,4.152,4.152,0.3711111111111111,0,0.0,1,1.0,1,
2405337,1,15.061,15.061,1.2944444444444445,0,0.0,1,1.0,1,
2408597,34,1046.078,30.767,7.564640522875817,0,0.0,4,8.5,-1,
2412374,2,9.994,4.997,0.6819444444444445,0,0.0,1,2.0,1,
2420359,52,1472.958,28.326115384615385,9.472419871794871,0,0.0,3,17.333333333333332,-1,residential
2431586,1,14.888,14.888,2.0044444444444443,0,0.0,1,1.0,1,
2437635,20,595.549,29.77745,4.989333333333333,0,0.0,3,6.666666666666667,-1,
2440848,111,3013.683,27.150297297297296,5.601371371371371,5,0.045045045045045,10,11.1,-1,residential
2440861,4,6.85,1.7125,0.2595833333333333,0,0.0,2,2.0,1,
2440867,31,1387.125,44.74596774193548,0.8773207885304659,31,1.0,5,6.2,-1,industrial
2440870,1,2.96,2.96,0.4744444444444444,0,0.0,1,1.0,1,
2441312,1,49.74,49.74,0.8686111111111111,1,1.0,1,1.0,0,residential
2441361,3,60.5,20.166666666666668,0.7612962962962962,2,0.6666666666666666,2,1.5,14,residential
2441423,2,35.815,17.9075,0.4244444444444444,2,1.0,2,1.0,0,residential
2441437,45,1649.02,36.644888888888886,0.7565432098765432,43,0.9555555555555556,6,7.5,-1,
2441533,4,160.433,40.10825,0.9170833333333333,4,1.0,2,2.0,4,residential
2441712,18,212.899,11.827722222222222,1.351527777777778,0,0.0,7,2.5714285714285716,-1,
2443459,2,5.51,2.755,1.344861111111111,0,0.0,2,1.0,1,residential
2446329,19,203.211,10.695315789473684,1.442309941520468,0,0.0,3,6.333333333333333,-1,
2448202,2,1.38,0.69,0.4622222222222222,0,0.0,2,1.0,1,
2448212,2,6.68,3.34,0.5816666666666667,0,0.0,1,2.0,1,
2448686,2,9.383,4.6915,0.6929166666666666,0,0.0,2,1.0,1,
2450304,4,84.71,21.1775,8.113263888888888,0,0.0,3,1.3333333333333333,-1,residential
2453014,1,8.707,8.707,1.4372222222222222,0,0.0,1,1.0,1,residential
2458802,13,135.101,10.392384615384616,0.6230982905982907,11,0.8461538461538461,4,3.25,-1,residential
2461955,17,454.81,26.753529411764703,0.6394771241830066,15,0.8823529411764706,8,2.125,-1,
2462115,2,28.1,14.05,2.3033333333333332,0,0.0,2,1.0,1,residential
2463864,5,70.291,14.0582,1.951,0,0.0,4,1.25,1,residential
2463874,4,17.47,4.3675,0.741875,0,0.0,2,2.0,1,
2465379,4,19.716,4.929,2.538611111111111,0,0.0,3,1.3333333333333333,1,residential
2473776,2,11.98,5.99,0.82375,0,0.0,2,1.0,1,
2477442,3,44.824,14.941333333333333,0.8965740740740742,1,0.3333333333333333,3,1.0,5,residential
2479467,4,62.841,15.71025,4.804027777777778,0,0.0,2,2.0,-1,
2480452,1,10.77,10.77,1.9644444444444444,0,0.0,1,1.0,1,industrial
2493668,1,10.97,10.97,3.3255555555555554,0,0.0,1,1.0,1,
2496264,2,23.598,11.799,1.0969444444444445,1,0.5,2,1.0,2,residential
2496441,9,328.7,36.52222222222222,6.030216049382716,0,0.0,2,4.5,-1,residential
2497972,1,7.41,7.41,1.0691666666666666,0,0.0,1,1.0,1,residential
2509135,95,1845.459,19.425884210526316,8.218868421052631,2,0.0210526315789473,6,15.833333333333334,-1,
2509495,35,631.678,18.047942857142857,3.41134126984127,4,0.1142857142857142,6,5.833333333333333,-1,residential
2514569,57,2924.761,51.31159649122807,9.348723196881092,0,0.0,3,19.0,-1,
2515407,20,692.814,34.640699999999995,11.477555555555556,0,0.0,2,10.0,-1,residential
2522290,1,32.92,32.92,1.1202777777777777,1,1.0,1,1.0,0,residential
2529305,4,176.78,44.195,7.454027777777778,0,0.0,1,4.0,-1,
2529310,5,38.317,7.6634,39.42338888888889,0,0.0,3,1.6666666666666667,-1,
2532998,4,123.213,30.80325,1.4029166666666666,3,0.75,2,2.0,-1,residential
2533102,6,23.334,3.889,0.5373148148148148,0,0.0,3,2.0,1,
2545901,21,757.19,36.05666666666667,8.834325396825397,0,0.0,3,7.0,-1,residential
2548000,1,19.762,19.762,2.581111111111111,0,0.0,1,1.0,1,residential
2548551,1,1.0,1.0,0.1436111111111111,0,0.0,1,1.0,1,
2566052,5,74.19,14.838,0.6869444444444445,1,0.2,2,2.5,-1,
2566094,14,413.99,29.570714285714285,0.8282738095238095,12,0.8571428571428571,6,2.3333333333333335,-1,residential
2566147,30,907.836,30.2612,0.6136481481481482,30,1.0,5,6.0,-1,residential
2566160,8,167.88,20.985,0.5964236111111111,7,0.875,4,2.0,-1,
2574863,4,158.71699999999998,39.67925,12.447916666666666,0,0.0,2,2.0,-1,residential
2583545,1,10.607,10.607,0.8886111111111111,0,0.0,1,1.0,1,
2585314,141,969.782,6.877886524822696,5.455886524822695,0,0.0,4,35.25,-1,
2586177,2,8.93,4.465,0.62125,0,0.0,1,2.0,1,residential
2587969,10,111.559,11.1559,1.1439722222222222,3,0.3,6,1.6666666666666667,-1,residential
2590212,1,11.064,11.064,1.024166666666667,0,0.0,1,1.0,1,
2592976,44,1048.769,23.83565909090909,3.666142676767677,0,0.0,4,11.0,-1,residential
2594658,8,327.459,40.932375,11.15263888888889,0,0.0,3,2.6666666666666665,-1,residential
2602170,3,105.3,35.1,0.6537962962962963,3,1.0,2,1.5,-1,
2603019,3,94.46,31.486666666666668,4.802777777777778,0,0.0,2,1.5,1,residential
2614797,1,1.471,1.471,0.6075,0,0.0,1,1.0,1,
2615155,1,48.869,48.869,2.2577777777777777,0,0.0,1,1.0,-1,
2630598,13,424.641,32.664692307692306,7.331709401709402,0,0.0,6,2.1666666666666665,-1,
2636043,91,1381.883,15.185527472527474,1.8528174603174603,34,0.3736263736263736,19,4.7894736842105265,-1,
2636064,101,2485.98,24.613663366336635,2.0451842684268424,50,0.495049504950495,13,7.769230769230769,-1,industrial
2636073,5,189.496,37.8992,0.9927222222222222,5,1.0,4,1.25,-1,industrial
2647478,1,35.62,35.62,1.2022222222222223,1,1.0,1,1.0,0,residential
2648719,2,47.474,23.737,5.493472222222222,0,0.0,2,1.0,1,
2665449,10,131.432,13.143199999999998,7.985055555555556,0,0.0,2,5.0,-1,
2673354,5,53.648,10.7296,3.754777777777778,0,0.0,1,5.0,-1,residential
2689875,4,77.782,19.4455,3.816319444444445,0,0.0,3,1.3333333333333333,1,
2694149,13,47.92,3.686153846153846,0.5405555555555556,0,0.0,5,2.6,1,
2701478,4,65.806,16.4515,2.365763888888889,0,0.0,2,2.0,1,
2701555,19,432.455,22.76078947368421,5.3244444444444445,0,0.0,3,6.333333333333333,-1,
2714929,13,283.695,21.822692307692307,3.388247863247863,0,0.0,4,3.25,-1,residential
2717399,2,68.358,34.179,5.716527777777777,0,0.0,2,1.0,1,residential
2728794,6,129.68200000000002,21.61366666666667,6.810185185185186,0,0.0,1,6.0,-1,industrial
2737919,3,25.368,8.456000000000001,1.2105555555555556,0,0.0,2,1.5,1,
2737967,2,8.155999999999999,4.077999999999999,0.5868055555555556,0,0.0,2,1.0,1,
2747198,69,1478.724,21.43078260869565,3.854553140096618,15,0.217391304347826,4,17.25,-1,
2749204,1,22.862,22.862,12.734166666666669,0,0.0,1,1.0,1,
2778488,12,461.84,38.486666666666665,8.967523148148148,0,0.0,3,4.0,-1,
2791463,1,45.62,45.62,3.121111111111111,0,0.0,1,1.0,-1,
2798619,2,7.0600000000000005,3.53,0.5440277777777778,0,0.0,1,2.0,1,residential
2798698,5,120.297,24.0594,10.161222222222223,0,0.0,3,1.6666666666666667,-1,residential
2798791,2,6.9350000000000005,3.4675,0.7169444444444444,0,0.0,2,1.0,1,residential
2811795,1,10.554,10.554,1.4891666666666667,0,0.0,1,1.0,1,residential
2829435,8,215.91,26.98875,0.4656944444444444,8,1.0,1,8.0,-1,
2842528,3,125.348,41.782666666666664,2.3917592592592594,0,0.0,3,1.0,-1,residential
2848052,2,34.126,17.063,2.587638888888889,0,0.0,2,1.0,1,
2878026,6,186.36,31.06,4.430462962962963,0,0.0,3,2.0,1,residential
2878108,1,4.811,4.811,1.8736111111111111,0,0.0,1,1.0,1,
2883904,3,78.604,26.201333333333334,4.645833333333333,0,0.0,3,1.0,1,residential
2896112,9,38.447,4.271888888888889,1.432098765432099,0,0.0,3,3.0,1,
2902526,15,69.395,4.626333333333333,1.9939444444444443,0,0.0,6,2.5,-1,
2909381,7,193.95,27.707142857142856,1.3282142857142856,0,0.0,3,2.3333333333333335,-1,
2921163,2,31.142,15.571,1.4219444444444445,0,0.0,1,2.0,1,
2926110,13,491.846,37.83430769230769,7.711666666666667,0,0.0,3,4.333333333333333,-1,
2940027,28,773.9300000000001,27.640357142857145,0.5485416666666667,28,1.0,4,7.0,-1,
2942087,79,598.42,7.574936708860759,7.111381856540085,0,0.0,4,19.75,-1,
2943505,1,29.4,29.4,21.374166666666667,0,0.0,1,1.0,1,residential
2946925,4,112.188,28.046999999999997,2.555555555555556,3,0.75,3,1.3333333333333333,-1,
2950371,1,15.07,15.07,2.011111111111111,0,0.0,1,1.0,1,residential
2958400,55,2899.61,52.72018181818182,8.044984848484848,0,0.0,3,18.333333333333332,-1,residential
2958403,62,2314.789,37.33530645161291,5.901111111111111,0,0.0,6,10.333333333333334,-1,residential
2958610,42,1378.282,32.81623809523809,0.8226917989417989,37,0.8809523809523809,9,4.666666666666667,-1,residential
2958614,30,1129.281,37.6427,0.7915925925925926,30,1.0,8,3.75,-1,residential
2958672,14,83.346,5.953285714285714,0.8946428571428572,0,0.0,7,2.0,1,
2958771,2,89.39,44.695,0.7509722222222222,2,1.0,2,1.0,0,residential
2958780,26,741.857,28.53296153846154,0.8718803418803419,21,0.8076923076923077,12,2.1666666666666665,-1,
2958788,1,20.31,20.31,0.4633333333333333,1,1.0,1,1.0,0,industrial
2958803,30,1057.001,35.23336666666667,0.6926203703703704,30,1.0,4,7.5,-1,residential
2958811,56,1747.23,31.200535714285714,0.7039136904761906,56,1.0,2,28.0,-1,industrial
2962829,1,1.67,1.67,0.2391666666666666,0,0.0,1,1.0,1,
2962865,7,85.059,12.151285714285716,1.368968253968254,2,0.2857142857142857,5,1.4,-1,residential
2962867,5,213.73,42.745999999999995,0.8083888888888889,5,1.0,2,2.5,-1,industrial
2962872,30,928.379,30.945966666666667,10.804444444444444,0,0.0,3,10.0,-1,
2962875,54,2052.493,38.009129629629626,1.1061368312757205,52,0.9629629629629628,9,6.0,-1,industrial
2962879,1,16.18,16.18,0.3402777777777778,1,1.0,1,1.0,0,residential
2962881,3,181.913,60.63766666666667,1.0082407407407408,3,1.0,2,1.5,-1,industrial
2962883,45,1889.919,41.9982,0.8290679012345679,45,1.0,4,11.25,-1,industrial
2963213,19,592.82,31.20105263157895,0.6101754385964913,19,1.0,4,4.75,-1,residential
2963215,1,38.38,38.38,0.7355555555555555,1,1.0,1,1.0,0,residential
2963216,40,664.098,16.602449999999997,0.4288402777777778,40,1.0,6,6.666666666666667,-1,
2963224,32,1128.95,35.2796875,0.8525,30,0.9375,6,5.333333333333333,-1,
2963308,24,788.415,32.850625,0.6743518518518519,20,0.8333333333333334,12,2.0,-1,industrial
2963319,38,1524.96,40.130526315789474,0.7467909356725146,38,1.0,8,4.75,-1,industrial
2964638,1,4.66,4.66,0.6252777777777778,0,0.0,1,1.0,1,
2967341,9,468.76,52.08444444444444,1.026388888888889,9,1.0,1,9.0,-1,industrial
2967473,4,141.068,35.267,10.119930555555555,0,0.0,2,2.0,-1,
2972153,1,37.479,37.479,3.1041666666666665,0,0.0,1,1.0,1,residential
2977373,6,222.326,37.05433333333333,6.656898148148148,0,0.0,3,2.0,-1,residential
2985149,5,108.314,21.6628,2.1718333333333333,0,0.0,3,1.6666666666666667,1,
2990132,1,8.13,8.13,1.0841666666666667,0,0.0,1,1.0,1,residential
2996773,1,3.63,3.63,0.9952777777777778,0,0.0,1,1.0,1,industrial
2997225,3,21.841,7.280333333333334,1.0186111111111111,0,0.0,3,1.0,1,residential
2998979,2,3.82,1.91,0.3018055555555555,0,0.0,1,2.0,1,
2A943E11,38,682.117,17.950447368421052,3.6210891812865498,12,0.3157894736842105,13,2.923076923076923,-1,residential
3000928,19,172.109,9.058368421052633,39.24635964912281,0,0.0,3,6.333333333333333,-1,
3000998,6,128.655,21.4425,22.73875,0,0.0,1,6.0,-1,industrial
3002475,1,39.421,39.421,1.9069444444444448,0,0.0,1,1.0,-1,residential
3006111,4,92.224,23.056,11.599444444444444,0,0.0,2,2.0,-1,
3010331,2,8.254,4.127,0.5522222222222223,0,0.0,2,1.0,1,residential
3017067,1,2.28,2.28,0.3361111111111111,0,0.0,1,1.0,1,
3027434,2,18.179,9.0895,3.394166666666667,0,0.0,1,2.0,1,
3032846,1,50.22,50.22,0.9369444444444444,1,1.0,1,1.0,0,residential
3032858,2,10.407,5.2035,1.6370833333333334,0,0.0,2,1.0,1,
3037735,10,334.82,33.482,0.7463611111111111,10,1.0,1,10.0,-1,residential
3043295,4,97.514,24.3785,0.5983333333333333,3,0.75,2,2.0,-1,
3044416,3,27.226,9.075333333333331,1.67712962962963,0,0.0,3,1.0,1,residential
3052588,1,6.009,6.009,0.3072222222222222,0,0.0,1,1.0,1,
3052619,1,2.104,2.104,0.1016666666666666,0,0.0,1,1.0,1,residential
3055113,108,460.188,4.261,7.320126028806584,0,0.0,16,6.75,-1,
3055428,13,57.238,4.402923076923077,7.722029914529914,0,0.0,3,4.333333333333333,-1,
3056593,18,734.535,40.8075,11.680123456790122,0,0.0,2,9.0,-1,
3061599,5,44.22,8.844,1.5732222222222223,0,0.0,2,2.5,1,residential
3061696,13,347.483,26.72946153846154,4.439807692307692,0,0.0,3,4.333333333333333,-1,
3064390,1,5.495,5.495,0.7802777777777777,0,0.0,1,1.0,1,
3066636,12,416.31,34.6925,0.6511111111111111,12,1.0,3,4.0,-1,
3066673,14,488.109,34.86492857142857,0.7759325396825396,12,0.8571428571428571,6,2.3333333333333335,-1,residential
3066718,2,5.767,2.8835,0.3974999999999999,0,0.0,2,1.0,1,residential
3068838,33,912.792,27.66036363636364,5.437550505050505,0,0.0,3,11.0,-1,
3071544,1,7.97,7.97,1.1677777777777778,0,0.0,1,1.0,1,residential
3073190,19,120.618,6.348315789473684,1.0168859649122808,0,0.0,12,1.5833333333333333,1,residential
3076041,2,4.46,2.23,0.6036111111111111,0,0.0,2,1.0,1,
3080138,37,1309.787,35.39964864864865,6.090750750750751,1,0.027027027027027,4,9.25,-1,residential
3080745,14,108.328,7.737714285714285,2.5826587301587303,0,0.0,5,2.8,-1,
3083425,12,364.79,30.39916666666667,0.8386574074074074,10,0.8333333333333334,3,4.0,-1,residential
3086799,68,1765.366,25.961264705882353,10.594812091503268,0,0.0,3,22.666666666666668,-1,
3086816,4,144.892,36.223,4.230416666666667,1,0.25,3,1.3333333333333333,-1,residential
3093624,6,127.069,21.178166666666662,0.5728240740740741,5,0.8333333333333334,4,1.5,-1,
3094143,6,176.286,29.381,0.5162037037037037,6,1.0,3,2.0,4,industrial
3101737,7,140.6,20.085714285714285,0.6296428571428571,7,1.0,2,3.5,-1,residential
3103367,5,12.33,2.466,1.0816666666666666,0,0.0,4,1.25,1,
3105901,1,56.892,56.892,8.634444444444444,0,0.0,1,1.0,1,
3115408,4,233.778,58.444500000000005,10.838333333333336,0,0.0,2,2.0,-1,residential
3115699,2,38.168,19.084,2.674861111111111,0,0.0,1,2.0,1,industrial
3117227,1,2.11,2.11,0.2861111111111111,0,0.0,1,1.0,1,residential
3132078,7,38.711,5.530142857142857,1.5742857142857145,0,0.0,6,1.1666666666666667,1,residential
3132098,114,910.569,7.987447368421052,6.674541910331384,0,0.0,7,16.285714285714285,-1,
3137192,51,855.768,16.779764705882354,12.621263616557735,0,0.0,3,17.0,-1,residential
3139281,5,188.427,37.6854,23.125722222222223,0,0.0,3,1.6666666666666667,-1,residential
3155750,16,430.833,26.9270625,9.82609375,0,0.0,3,5.333333333333333,-1,
3157577,3,18.325,6.108333333333333,0.942037037037037,0,0.0,3,1.0,1,
3159540,2,3.935000000000001,1.9675,0.2955555555555555,0,0.0,2,1.0,1,
3161388,1,34.66,34.66,0.4341666666666666,1,1.0,1,1.0,0,residential
3162739,2,17.381,8.6905,1.2,0,0.0,2,1.0,1,
3163389,5,119.683,23.9366,4.4415,0,0.0,4,1.25,1,
3166022,100,1913.217,19.13217,4.942947222222222,0,0.0,3,33.333333333333336,-1,residential
3169526,3,8.14,2.713333333333334,0.4301851851851852,0,0.0,3,1.0,1,
3172940,4,113.8,28.45,4.201805555555556,0,0.0,3,1.3333333333333333,1,
3176635,9,349.615,38.846111111111114,7.405987654320987,0,0.0,3,3.0,-1,residential
3178079,3,73.035,24.345,3.296666666666667,0,0.0,3,1.0,1,residential
3179126,2,34.425,17.2125,2.4716666666666667,0,0.0,2,1.0,1,residential
3180380,2,9.39,4.695,1.9022222222222225,0,0.0,2,1.0,1,
3180402,1,34.104,34.104,2.946388888888889,0,0.0,1,1.0,1,
3180439,1,0.114,0.114,0.0172222222222222,0,0.0,1,1.0,1,
3181799,1,21.827,21.827,3.311111111111111,0,0.0,1,1.0,1,residential
3184820,3,42.424,14.141333333333334,0.382037037037037,2,0.6666666666666666,3,1.0,-1,
3184863,12,610.074,50.839499999999994,12.617824074074074,0,0.0,3,4.0,-1,
3189697,37,647.754,17.506864864864866,2.9556006006006004,0,0.0,4,9.25,-1,residential
3198578,2,14.964,7.482,1.040138888888889,0,0.0,1,2.0,1,
3201479,6,67.953,11.3255,1.546296296296296,0,0.0,5,1.2,1,
3204844,3,18.3,6.1000000000000005,0.9999074074074074,0,0.0,3,1.0,1,
3207016,7,82.28399999999999,11.754857142857142,0.9132142857142858,1,0.1428571428571428,6,1.1666666666666667,16,
3208642,2,66.375,33.1875,8.195,0,0.0,1,2.0,-1,residential
3213183,3,67.541,22.513666666666666,1.7837037037037036,1,0.3333333333333333,3,1.0,5,residential
3213251,1,7.21,7.21,1.0483333333333331,0,0.0,1,1.0,1,residential
3213702,31,316.464,10.208516129032258,1.5312455197132615,0,0.0,4,7.75,-1,residential
3216949,7,217.579,31.082714285714285,0.984404761904762,4,0.5714285714285714,6,1.1666666666666667,-1,
3220758,2,10.791,5.3955,0.4838888888888888,0,0.0,2,1.0,1,residential
3225772,12,105.24,8.77,0.6455555555555555,1,0.0833333333333333,9,1.3333333333333333,-1,residential
3231043,8,253.118,31.63975,9.038472222222222,0,0.0,4,2.0,-1,
3232423,5,127.328,25.4656,0.5903333333333334,5,1.0,1,5.0,-1,
3239172,1,29.692,29.692,3.9338888888888888,0,0.0,1,1.0,1,
3239710,2,54.599,27.2995,4.941805555555556,0,0.0,2,1.0,1,
3243154,1,9.487,9.487,1.727777777777778,0,0.0,1,1.0,1,residential
3243203,2,17.967,8.9835,1.3763888888888889,0,0.0,2,1.0,1,residential
3243498,7,63.96,9.137142857142855,1.2354761904761904,0,0.0,4,1.75,1,
3243572,6,98.857,16.476166666666668,3.3793518518518515,0,0.0,3,2.0,1,
3244753,1,29.64,29.64,0.4372222222222222,1,1.0,1,1.0,0,
3246852,1,26.378,26.378,3.8227777777777776,0,0.0,1,1.0,1,
3250720,1,4.82,4.82,0.845,0,0.0,1,1.0,1,industrial
3252377,1,5.734,5.734,0.5180555555555556,0,0.0,1,1.0,1,
3253692,1,17.097,17.097,2.2941666666666665,0,0.0,1,1.0,1,residential
3255915,1,25.55,25.55,3.7908333333333335,0,0.0,1,1.0,1,residential
3256702,1,57.485,57.485,13.609722222222222,0,0.0,1,1.0,-1,
3257198,4,60.504,15.126,6.243680555555556,0,0.0,1,4.0,-1,residential
3260221,8,327.704,40.963,11.42767361111111,0,0.0,3,2.6666666666666665,-1,
3261787,1,4.098,4.098,0.3494444444444444,0,0.0,1,1.0,1,
3263262,39,1287.64,33.01641025641026,10.482193732193732,0,0.0,2,19.5,-1,
3265539,1,10.681,10.681,1.4697222222222222,0,0.0,1,1.0,1,
3266876,3,65.029,21.676333333333332,2.8556481481481484,0,0.0,1,3.0,1,
3269746,1,10.811,10.811,1.5766666666666669,0,0.0,1,1.0,1,residential
3273166,15,682.145,45.47633333333333,10.300129629629629,0,0.0,3,5.0,-1,residential
3274838,5,23.259,4.6518,0.9441666666666666,0,0.0,2,2.5,1,residential
3274934,3,66.082,22.02733333333333,2.6347222222222224,0,0.0,3,1.0,1,residential
3278516,3,47.673,15.891,0.7859259259259259,2,0.6666666666666666,2,1.5,-1,residential
3281539,1,5.779,5.779,1.5802777777777777,0,0.0,1,1.0,1,residential
3285379,28,465.832,16.636857142857142,2.507013888888889,1,0.0357142857142857,4,7.0,-1,
3289277,2,31.796,15.898,1.2240277777777775,1,0.5,2,1.0,2,industrial
3295309,1,2.249,2.249,0.61,0,0.0,1,1.0,1,
