DATE,PERIOD,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,cloudcover (%),shortwave_radiation (W/m^2¡¤h)
2024/1/1,48,25,24.5,97,0,,55,8.5,,1011,,3,100,0
2024/1/2,1,25,24,94,0,,50,7.6,,1011,,3,100,0
2024/1/2,2,25,24,94,0,,40,6.5,,1011,,3,100,0
2024/1/2,3,25,24,94,0,,30,5.4,,1011,,3,100,0
2024/1/2,4,25,23.55,91.5,0,,195,5.4,,1010.5,,2.5,100,0
2024/1/2,5,25,23.1,89,0,,360,5.4,,1010,,2,100,0
2024/1/2,6,24.5,23.55,94.5,0,,235,4.5,,1010,,2.5,100,0
2024/1/2,7,24,24,100,0,,110,3.6,,1010,,3,100,0
2024/1/2,8,24,24,100,0,,190,2.7,,1009.5,,3,100,0
2024/1/2,9,24,24,100,0,,270,1.8,,1009,,3,100,0
2024/1/2,10,24,24,100,0,,313.5,2.7,,1009,,3,100,0
2024/1/2,11,24,24,100,0,,357,3.6,,1009,,3,100,0
2024/1/2,12,24.5,24,97,0,,348,2.7,,1009,,3,100,0
2024/1/2,13,25,24,94,0,,339,1.8,,1009,,3,100,0
2024/1/2,14,25,24,94,0,,334,2.7,,1009,,3,100,0
2024/1/2,15,25,24,94,0,,329,3.6,,1009,,3,100,0
2024/1/2,16,25.5,24.5,94,0,,174.5,5.6,,1009.5,,3,100,14.5
2024/1/2,17,26,25,94,0,,20,7.6,,1010,,3,100,29
2024/1/2,18,26.5,25,91.5,0,,15,8.5,,1010.5,,3,100,82
2024/1/2,19,27,25,89,0,,10,9.4,,1011,,3,100,135
2024/1/2,20,27.5,24.5,84,0,,185,9.4,,1011,,3,98.5,266
2024/1/2,21,28,24,79,0,,360,9.4,,1011,,3,97,397
2024/1/2,22,28.5,24.5,79,0.05,,355,10.3,,1011,,5,98,473
2024/1/2,23,29,25,79,0.1,,350,11.2,,1011,,7,99,549
2024/1/2,24,29,24.45,76.5,0.25,,355,9.4,,1011,,7.5,99,635.5
2024/1/2,25,29,23.9,74,0.4,,360,7.6,,1011,,8,99,722
2024/1/2,26,30,24.4,72,0.2,,360,8.5,,1010.5,,5.5,99.5,739
2024/1/2,27,31,24.9,70,0,,360,9.4,,1010,,3,100,756
2024/1/2,28,31.5,25,68.5,0.95,,191.5,8.5,,1009.5,,6,100,560
2024/1/2,29,32,25.1,67,1.9,,23,7.6,,1009,,9,100,364
2024/1/2,30,31.5,25,68.5,3.1,,26.5,12.1,,1008.5,,13.5,100,507
2024/1/2,31,31,24.9,70,4.3,,30,16.6,,1008,,18,100,650
2024/1/2,32,31,24.4,68,2.95,,25,17.5,,1007.5,,13.5,99,634.5
2024/1/2,33,31,23.9,66,1.6,,20,18.4,,1007,,9,98,619
2024/1/2,34,30.5,23.9,68,1.25,,25,20.35,,1007,,8.5,96,451.5
2024/1/2,35,30,23.9,70,0.9,,30,22.3,,1007,,8,94,284
2024/1/2,36,29.5,23.9,72,0.45,,30,22.3,,1007.5,,5.5,69.5,276
2024/1/2,37,29,23.9,74,0,,30,22.3,,1008,,3,45,268
2024/1/2,38,28.5,23.95,76.5,0,,30,21.4,,1008,,3,33,172.5
2024/1/2,39,28,24,79,0,,30,20.5,,1008,,3,21,77
2024/1/2,40,28,23.45,76.5,0,,25,19.45,,1009,,2.5,60.5,38.5
2024/1/2,41,28,22.9,74,0,,20,18.4,,1010,,2,100,0
2024/1/2,42,27.5,23.5,79,0,,25,17.5,,1010.5,,2.5,100,0
2024/1/2,43,27,24.1,84,0,,30,16.6,,1011,,3,100,0
2024/1/2,44,27,24.1,84,0,,25,13.9,,1011,,3,100,0
2024/1/2,45,27,24.1,84,0,,20,11.2,,1011,,3,100,0
2024/1/2,46,27,24.1,84,0,,20,11.2,,1011,,3,100,0
2024/1/2,47,27,24.1,84,0,,20,11.2,,1011,,3,100,0
2024/1/2,48,27,24.1,84,0,,20,14.8,,1011,,3,100,0
2024/1/3,1,27,24.1,84,0,,20,18.4,,1011,,3,100,0
2024/1/3,2,26.5,24.05,86.5,0,,25,16.6,,1011,,3,100,0
2024/1/3,3,26,24,89,0,,30,14.8,,1011,,3,100,0
2024/1/3,4,26,24,89,0,,25,12.1,,1010.5,,3,100,0
2024/1/3,5,26,24,89,0,,20,9.4,,1010,,3,100,0
2024/1/3,6,26,24,89,0,,20,8.5,,1009.5,,3,100,0
2024/1/3,7,26,24,89,0,,20,7.6,,1009,,3,100,0
2024/1/3,8,26,24,89,0,,180,5.6,,1009,,3,100,0
2024/1/3,9,26,24,89,0,,340,3.6,,1009,,3,100,0
2024/1/3,10,26,24,89,0,,180,5.6,,1009,,3,100,0
2024/1/3,11,26,24,89,0,,20,7.6,,1009,,3,100,0
2024/1/3,12,26,24,89,0,,30,8.5,,1009,,3,100,0
2024/1/3,13,26,24,89,0,,40,9.4,,1009,,3,100,0
2024/1/3,14,26,24.5,91.5,0,,30,8.5,,1009,,3,100,0
2024/1/3,15,26,25,94,0,,20,7.6,,1009,,3,100,0
2024/1/3,16,26,25,94,0,,20,6.5,,1009.5,,3,100,10
2024/1/3,17,26,25,94,0,,20,5.4,,1010,,3,100,20
2024/1/3,18,26.5,25,91.5,0,,186.5,4.5,,1010.5,,3,100,29.5
2024/1/3,19,27,25,89,0,,353,3.6,,1011,,3,100,39
2024/1/3,20,27,25,89,0.1,,181.5,4.5,,1011.5,,5,100,55
2024/1/3,21,27,25,89,0.2,,10,5.4,,1012,,7,100,71
2024/1/3,22,27.5,25,86.5,0.25,,180,7.4,,1011.5,,7.5,100,77
2024/1/3,23,28,25,84,0.3,,350,9.4,,1011,,8,100,83
2024/1/3,24,28.5,25,81.5,0.2,,350,10.3,,1010.5,,7.5,100,190.5
2024/1/3,25,29,25,79,0.1,,350,11.2,,1010,,7,100,298
2024/1/3,26,29.5,24.45,74.5,0.15,,185,13,,1010,,7,100,385
2024/1/3,27,30,23.9,70,0.2,,20,14.8,,1010,,7,100,472
2024/1/3,28,30.5,23.9,68,0.85,,185,13.9,,1009.5,,8,100,578.5
2024/1/3,29,31,23.9,66,1.5,,350,13,,1009,,9,100,685
2024/1/3,30,31,23.9,66,0.85,,350,12.1,,1008.5,,8,99.5,662.5
2024/1/3,31,31,23.9,66,0.2,,350,11.2,,1008,,7,99,640
2024/1/3,32,28.5,24.45,80,3.65,,195,19.45,,1007.5,,12.5,99,584
2024/1/3,33,26,25,94,7.1,,40,27.7,,1007,,18,99,528
2024/1/3,34,27,25,89,4.25,,35,21.25,,1007,,13.5,99.5,409
2024/1/3,35,28,25,84,1.4,,30,14.8,,1007,,9,100,290
2024/1/3,36,28,25,84,0.8,,30,11.2,,1007,,8,100,241.5
2024/1/3,37,28,25,84,0.2,,30,7.6,,1007,,7,100,193
2024/1/3,38,27.5,25,86.5,0.25,,30,9.4,,1007.5,,7.5,99.5,132
2024/1/3,39,27,25,89,0.3,,30,11.2,,1008,,8,99,71
2024/1/3,40,27.5,25,86.5,0.15,,30,13,,1008.5,,5.5,92.5,36
2024/1/3,41,28,25,84,0,,30,14.8,,1009,,3,86,1
2024/1/3,42,27.5,25,86.5,0,,25,13.9,,1009.5,,3,91.5,0.5
2024/1/3,43,27,25,89,0,,20,13,,1010,,3,97,0
2024/1/3,44,27,25,89,0.45,,190,9.2,,1010,,5.5,98.5,0
2024/1/3,45,27,25,89,0.9,,360,5.4,,1010,,8,100,0
2024/1/3,46,27,25,89,1.85,,355,4.5,,1010,,8.5,99.5,0
2024/1/3,47,27,25,89,2.8,,350,3.6,,1010,,9,99,0
2024/1/3,48,27,24.55,86.5,1.4,,350,4.5,,1010,,6,99.5,0
2024/1/4,1,27,24.1,84,0,,350,5.4,,1010,,3,100,0
2024/1/4,2,27,24.1,84,0.1,,350,5.4,,1009.5,,10,100,0
2024/1/4,3,27,24.1,84,0.2,,350,5.4,,1009,,17,100,0
2024/1/4,4,26.5,24.55,89,0.6,,185,9.2,,1009,,13,100,0
2024/1/4,5,26,25,94,1,,20,13,,1009,,9,100,0
2024/1/4,6,26,24.5,91.5,0.9,,185,10.3,,1009,,8.5,100,0
2024/1/4,7,26,24,89,0.8,,350,7.6,,1009,,8,100,0
2024/1/4,8,25.5,24.5,94.5,0.5,,343.5,5.6,,1008.5,,7.5,100,0
2024/1/4,9,25,25,100,0.2,,337,3.6,,1008,,7,100,0
2024/1/4,10,25,24.5,97,0.2,,173.5,8.3,,1008,,7,100,0
2024/1/4,11,25,24,94,0.2,,10,13,,1008,,7,100,0
2024/1/4,12,24.5,23.5,94,0.4,,10,13.9,,1008.5,,7.5,100,0
2024/1/4,13,24,23,94,0.6,,10,14.8,,1009,,8,100,0
2024/1/4,14,24,23,94,0.35,,30,12.1,,1009.5,,7.5,100,0
2024/1/4,15,24,23,94,0.1,,50,9.4,,1010,,7,100,0
2024/1/4,16,24,23.5,97,0.05,,200,9.4,,1010,,5,100,13
2024/1/4,17,24,24,100,0,,350,9.4,,1010,,3,100,26
2024/1/4,18,24,23.5,97,0,,340,8.5,,1011,,3,100,28
2024/1/4,19,24,23,94,0,,330,7.6,,1012,,3,100,30
2024/1/4,20,24,23.5,97,0,,175,11.2,,1012.5,,3,100,59.5
2024/1/4,21,24,24,100,0,,20,14.8,,1013,,3,100,89
2024/1/4,22,24,24,100,0.15,,175,12.1,,1013,,5.5,100,100.5
2024/1/4,23,24,24,100,0.3,,330,9.4,,1013,,8,100,112
2024/1/4,24,24.5,24,97,0.15,,315,8.5,,1012.5,,5.5,100,136
2024/1/4,25,25,24,94,0,,300,7.6,,1012,,3,100,160
2024/1/4,26,25.5,24,91.5,0.1,,320,8.5,,1012,,10,100,249
2024/1/4,27,26,24,89,0.2,,340,9.4,,1012,,17,100,338
2024/1/4,28,25.5,24,91.5,4.3,,173.5,6.5,,1011,,13,100,446.5
2024/1/4,29,25,24,94,8.4,,7,3.6,,1010,,9,100,555
2024/1/4,30,25.5,24,91.5,5.35,,8.5,5.6,,1010,,9,100,502
2024/1/4,31,26,24,89,2.3,,10,7.6,,1010,,9,100,449
2024/1/4,32,26,24.5,91.5,1.85,,10,8.5,,1009.5,,9,100,305.5
2024/1/4,33,26,25,94,1.4,,10,9.4,,1009,,9,100,162
2024/1/4,34,26,24.5,91.5,0.8,,15,10.3,,1009,,8,99,301
2024/1/4,35,26,24,89,0.2,,20,11.2,,1009,,7,98,440
2024/1/4,36,25.5,24,91.5,0.2,,40,11.2,,1009,,7,99,335
2024/1/4,37,25,24,94,0.2,,60,11.2,,1009,,7,100,230
2024/1/4,38,25,24,94,0.1,,40,12.1,,1009.5,,5,100,138
2024/1/4,39,25,24,94,0,,20,13,,1010,,3,100,46
2024/1/4,40,25,24,94,0,,185,10.3,,1010,,3,100,23
2024/1/4,41,25,24,94,0,,350,7.6,,1010,,3,100,0
2024/1/4,42,25,24,94,0,,345,7.6,,1010.5,,3,100,0
2024/1/4,43,25,24,94,0,,340,7.6,,1011,,3,100,0
2024/1/4,44,25,24,94,0,,350,7.6,,1011,,3,100,0
2024/1/4,45,25,24,94,0,,360,7.6,,1011,,3,100,0
2024/1/4,46,25,24,94,0,,350,6.5,,1011,,3,100,0
2024/1/4,47,25,24,94,0,,340,5.4,,1011,,3,100,0
2024/1/4,48,25,24,94,0,,345,5.4,,1011,,3,100,0
2024/1/5,1,25,24,94,0,,350,5.4,,1011,,3,100,0
2024/1/5,2,25,24,94,0,,180,6.5,,1011,,3,100,0
2024/1/5,3,25,24,94,0,,10,7.6,,1011,,3,100,0
2024/1/5,4,25,24,94,0,,10,7.6,,1010.5,,3,100,0
2024/1/5,5,25,24,94,0,,10,7.6,,1010,,3,100,0
2024/1/5,6,25,24,94,0,,15,9.4,,1009.5,,3,100,0
2024/1/5,7,25,24,94,0,,20,11.2,,1009,,3,100,0
2024/1/5,8,25,24,94,0,,25,10.3,,1009,,3,100,0
2024/1/5,9,25,24,94,0,,30,9.4,,1009,,3,100,0
2024/1/5,10,25,24,94,0,,25,9.4,,1009,,3,100,0
2024/1/5,11,25,24,94,0,,20,9.4,,1009,,3,100,0
2024/1/5,12,24.5,24,97,0,,25,9.4,,1009,,3,100,0
2024/1/5,13,24,24,100,0,,30,9.4,,1009,,3,100,0
2024/1/5,14,24.5,24,97,0,,30,10.3,,1009,,3,100,0
2024/1/5,15,25,24,94,0,,30,11.2,,1009,,3,100,0
2024/1/5,16,25,24,94,0,,25,13.9,,1009.5,,3,100,11.5
2024/1/5,17,25,24,94,0,,20,16.6,,1010,,3,100,23
2024/1/5,18,25.5,24,91.5,0,,15,13,,1011,,3,100,78.5
2024/1/5,19,26,24,89,0,,10,9.4,,1012,,3,100,134
2024/1/5,20,26.5,24.5,89,0,,185,9.4,,1012,,3,100,177
2024/1/5,21,27,25,89,0,,360,9.4,,1012,,3,100,220
2024/1/5,22,27.5,25,86.5,0.1,,360,10.3,,1012,,5,99.5,289
2024/1/5,23,28,25,84,0.2,,360,11.2,,1012,,7,99,358
2024/1/5,24,28,25,84,0.2,,185,11.2,,1011.5,,7,99.5,475
2024/1/5,25,28,25,84,0.2,,10,11.2,,1011,,7,100,592
2024/1/5,26,27.5,25,86.5,0.15,,185,8.3,,1010.5,,7,100,544.5
2024/1/5,27,27,25,89,0.1,,360,5.4,,1010,,7,100,497
2024/1/5,28,27,25.45,91.5,0.05,,200,9.2,,1010,,5,100,529
2024/1/5,29,27,25.9,94,0,,40,13,,1010,,3,100,561
2024/1/5,30,27.5,25.95,91.5,0.1,,40,13.9,,1009.5,,5,100,444.5
2024/1/5,31,28,26,89,0.2,,40,14.8,,1009,,7,100,328
2024/1/5,32,29,25.55,82,0.3,,45,18.55,,1008.5,,7.5,100,323
2024/1/5,33,30,25.1,75,0.4,,50,22.3,,1008,,8,100,318
2024/1/5,34,29.5,25.05,77,0.45,,45,24.1,,1008,,8,100,299
2024/1/5,35,29,25,79,0.5,,40,25.9,,1008,,8,100,280
2024/1/5,36,29,25,79,0.4,,30,23.2,,1008.5,,8,99.5,251
2024/1/5,37,29,25,79,0.3,,20,20.5,,1009,,8,99,222
2024/1/5,38,28,25,84,0.2,,30,16.75,,1009,,7.5,99.5,143.5
2024/1/5,39,27,25,89,0.1,,40,13,,1009,,7,100,65
2024/1/5,40,27,25,89,0.05,,40,13.9,,1009.5,,5,96,33
2024/1/5,41,27,25,89,0,,40,14.8,,1010,,3,92,1
2024/1/5,42,27,25,89,0,,40,13.9,,1010.5,,3,75.5,0.5
2024/1/5,43,27,25,89,0,,40,13,,1011,,3,59,0
2024/1/5,44,27,25,89,0,,25,10.3,,1011,,3,44.5,0
2024/1/5,45,27,25,89,0,,10,7.6,,1011,,3,30,0
2024/1/5,46,26.5,25,91.5,0,,20,7.6,,1011,,3,53,0
2024/1/5,47,26,25,94,0,,30,7.6,,1011,,3,76,0
2024/1/5,48,26,25,94,0,,20,6.5,,1011,,3,86,0
2024/1/6,1,26,25,94,0,,10,5.4,,1011,,3,96,0
2024/1/6,2,26,25,94,0.45,,20,7.4,,1011,,10,98,0
2024/1/6,3,26,25,94,0.9,,30,9.4,,1011,,17,100,0
2024/1/6,4,26,25,94,1,,190,9.4,,1011,,17.5,99.5,0
2024/1/6,5,26,25,94,1.1,,350,9.4,,1011,,18,99,0
2024/1/6,6,26,25,94,0.95,,350,9.4,,1010.5,,13,99.5,0
2024/1/6,7,26,25,94,0.8,,350,9.4,,1010,,8,100,0
2024/1/6,8,26,24.5,91.5,0.4,,180,8.5,,1009.5,,5.5,100,0
2024/1/6,9,26,24,89,0,,10,7.6,,1009,,3,100,0
2024/1/6,10,25.5,24,91.5,0,,25,8.5,,1009,,3,100,0
2024/1/6,11,25,24,94,0,,40,9.4,,1009,,3,100,0
2024/1/6,12,25,24,94,0.1,,30,6.5,,1009.5,,5,94,0
2024/1/6,13,25,24,94,0.2,,20,3.6,,1010,,7,88,0
2024/1/6,14,25,24.5,97,0.1,,190,3.6,,1010,,5,84,0
2024/1/6,15,25,25,100,0,,360,3.6,,1010,,3,80,0
2024/1/6,16,25.5,25,97,0,,346,2.7,,1010.5,,3,69,20
2024/1/6,17,26,25,94,0,,332,1.8,,1011,,3,58,40
2024/1/6,18,26.5,25,91.5,0,,336,4.7,,1011,,3,74.5,108
2024/1/6,19,27,25,89,0,,340,7.6,,1011,,3,91,176
2024/1/6,20,27.5,25,86.5,0,,350,7.6,,1011.5,,3,95.5,307.5
2024/1/6,21,28,25,84,0,,360,7.6,,1012,,3,100,439
2024/1/6,22,28.5,24.45,79,0.1,,190,9.4,,1012,,10,100,447.5
2024/1/6,23,29,23.9,74,0.2,,20,11.2,,1012,,17,100,456
2024/1/6,24,28.5,24.45,79,0.35,,190,12.1,,1011.5,,17,100,497
2024/1/6,25,28,25,84,0.5,,360,13,,1011,,17,100,538
2024/1/6,26,28.5,25,81.5,5.05,,355,11.2,,1010.5,,13,99,471
2024/1/6,27,29,25,79,9.6,,350,9.4,,1010,,9,98,404
2024/1/6,28,29.5,24.45,74.5,5.15,,180,9.4,,1009.5,,8.5,94,372
2024/1/6,29,30,23.9,70,0.7,,10,9.4,,1009,,8,90,340
2024/1/6,30,30.5,23.9,68,1.4,,20,12.1,,1008.5,,8.5,95,463
2024/1/6,31,31,23.9,66,2.1,,30,14.8,,1008,,9,100,586
2024/1/6,32,31,23.35,64,1.8,,40,15.7,,1007.5,,9,95,471.5
2024/1/6,33,31,22.8,62,1.5,,50,16.6,,1007,,9,90,357
2024/1/6,34,30.5,23.35,66,0.75,,55,15.7,,1007,,6,94.5,347
2024/1/6,35,30,23.9,70,0,,60,14.8,,1007,,3,99,337
2024/1/6,36,29.5,23.9,72,0.55,,50,14.8,,1007.5,,6,97.5,279.5
2024/1/6,37,29,23.9,74,1.1,,40,14.8,,1008,,9,96,222
2024/1/6,38,28.5,23.95,76.5,0.8,,30,13.9,,1008.5,,8.5,84.5,151
2024/1/6,39,28,24,79,0.5,,20,13,,1009,,8,73,80
2024/1/6,40,28,24,79,0.35,,20,12.1,,1009.5,,12.5,86,40.5
2024/1/6,41,28,24,79,0.2,,20,11.2,,1010,,17,99,1
2024/1/6,42,27.5,24.5,84,0.35,,190,9.4,,1010,,12.5,99.5,0.5
2024/1/6,43,27,25,89,0.5,,360,7.6,,1010,,8,100,0
2024/1/6,44,27,25,89,1,,351,5.6,,1010.5,,8.5,100,0
2024/1/6,45,27,25,89,1.5,,342,3.6,,1011,,9,100,0
2024/1/6,46,27,25,89,3.65,,323,3.6,,1011,,9,100,0
2024/1/6,47,27,25,89,5.8,,304,3.6,,1011,,9,100,0
2024/1/6,48,27,25,89,3.25,,322,3.6,,1011,,8.5,100,0
2024/1/7,1,27,25,89,0.7,,340,3.6,,1011,,8,100,0
2024/1/7,2,27,25,89,2.05,,284,3.6,,1011,,8.5,100,0
2024/1/7,3,27,25,89,3.4,,228,3.6,,1011,,9,100,0
2024/1/7,4,27,25,89,3.15,,284,5.6,,1010.5,,9,100,0
2024/1/7,5,27,25,89,2.9,,340,7.6,,1010,,9,100,0
2024/1/7,6,26,24.5,91.5,1.7,,175,10.3,,1010,,8.5,100,0
2024/1/7,7,25,24,94,0.5,,10,13,,1010,,8,100,0
2024/1/7,8,25,24,94,1.5,,39.5,8.3,,1010,,8.5,100,0
2024/1/7,9,25,24,94,2.5,,69,3.6,,1010,,9,100,0
2024/1/7,10,25,24.5,97,1.3,,177,2.7,,1009.5,,8,100,0
2024/1/7,11,25,25,100,0.1,,285,1.8,,1009,,7,100,0
2024/1/7,12,25,24.5,97,0.05,,144,2.7,,1009.5,,5,100,0
2024/1/7,13,25,24,94,0,,3,3.6,,1010,,3,100,0
2024/1/7,14,25,24,94,0,,151.5,4.5,,1010.5,,3,100,0
2024/1/7,15,25,24,94,0,,300,5.4,,1011,,3,100,0
2024/1/7,16,25,24,94,0,,290,5.4,,1011.5,,3,100,14.5
2024/1/7,17,25,24,94,0,,280,5.4,,1012,,3,100,29
2024/1/7,18,25,24,94,0,,147,4.5,,1012.5,,3,100,38.5
2024/1/7,19,25,24,94,0,,14,3.6,,1013,,3,100,48
2024/1/7,20,24,23.5,97,0,,142,5.6,,1013,,3,100,51
2024/1/7,21,23,23,100,0,,270,7.6,,1013,,3,100,54
2024/1/7,22,23.5,23.5,100,0,,148.5,5.6,,1013,,3,100,68.5
2024/1/7,23,24,24,100,0,,27,3.6,,1013,,3,100,83
2024/1/7,24,24,24,100,0,,33.5,4.5,,1012.5,,3,100,109.5
2024/1/7,25,24,24,100,0,,40,5.4,,1012,,3,100,136
2024/1/7,26,24.5,24,97,0.1,,190,5.4,,1012,,5,100,154.5
2024/1/7,27,25,24,94,0.2,,340,5.4,,1012,,7,100,173
2024/1/7,28,25,24,94,0.2,,350,6.5,,1011.5,,7,100,199.5
2024/1/7,29,25,24,94,0.2,,360,7.6,,1011,,7,100,226
2024/1/7,30,25,24,94,0.2,,350,7.6,,1010.5,,7,100,260.5
2024/1/7,31,25,24,94,0.2,,340,7.6,,1010,,7,100,295
2024/1/7,32,24.5,23.5,94,0.15,,175,6.5,,1010,,7,100,232
2024/1/7,33,24,23,94,0.1,,10,5.4,,1010,,7,100,169
2024/1/7,34,24,23,94,0.05,,10,8.3,,1010.5,,5,100,139
2024/1/7,35,24,23,94,0,,10,11.2,,1011,,3,100,109
2024/1/7,36,24,23,94,0,,180,9.4,,1010.5,,3,100,116.5
2024/1/7,37,24,23,94,0,,350,7.6,,1010,,3,100,124
2024/1/7,38,24,23,94,0,,195,7.6,,1010.5,,3,100,86.5
2024/1/7,39,24,23,94,0,,40,7.6,,1011,,3,100,49
2024/1/7,40,24,23,94,0,,30,9.4,,1011,,3,100,25
2024/1/7,41,24,23,94,0,,20,11.2,,1011,,3,100,1
2024/1/7,42,24,23,94,0,,20,9.4,,1011,,3,100,0.5
2024/1/7,43,24,23,94,0,,20,7.6,,1011,,3,100,0
2024/1/7,44,24,23,94,0,,20,5.6,,1011.5,,3,100,0
2024/1/7,45,24,23,94,0,,20,3.6,,1012,,3,100,0
2024/1/7,46,24,23,94,0,,180,4.5,,1012,,3,100,0
2024/1/7,47,24,23,94,0,,340,5.4,,1012,,3,100,0
2024/1/7,48,23.5,23,97,0,,172.5,3.6,,1012,,3,100,0
2024/1/8,1,23,23,100,0,,5,1.8,,1012,,3,100,0
2024/1/8,2,23.5,23,97,0,,179.5,2.7,,1011.5,,3,100,0
2024/1/8,3,24,23,94,0,,354,3.6,,1011,,3,100,0
2024/1/8,4,24,23,94,0,,350.5,3.6,,1010.5,,3,100,0
2024/1/8,5,24,23,94,0,,347,3.6,,1010,,3,100,0
2024/1/8,6,24,23,94,0,,344.5,2.7,,1010,,3,100,0
2024/1/8,7,24,23,94,0,,342,1.8,,1010,,3,100,0
2024/1/8,8,23.5,22.5,94,0,,351,2.7,,1009.5,,3,100,0
2024/1/8,9,23,22,94,0,,360,3.6,,1009,,3,100,0
2024/1/8,10,23,22.5,97,0,,342.5,2.7,,1009.5,,3,100,0
2024/1/8,11,23,23,100,0,,325,1.8,,1010,,3,100,0
2024/1/8,12,23,23,100,0,,232.5,1.8,,1010,,3,100,0
2024/1/8,13,23,23,100,0,,140,1.8,,1010,,3,100,0
2024/1/8,14,23,23,100,0,,223.5,1.8,,1010,,3,100,0
2024/1/8,15,23,23,100,0,,307,1.8,,1010,,3,100,0
2024/1/8,16,23.5,23,97,0,,316.5,1.8,,1010.5,,3,100,18.5
2024/1/8,17,24,23,94,0,,326,1.8,,1011,,3,100,37
2024/1/8,18,25,23.05,89,0,,183,3.6,,1011.5,,3,100,65.5
2024/1/8,19,26,23.1,84,0,,40,5.4,,1012,,3,100,94
2024/1/8,20,26,23.55,86.5,0,,25,6.5,,1012,,3,100,145
2024/1/8,21,26,24,89,0,,10,7.6,,1012,,3,100,196
2024/1/8,22,27.5,24.5,84,0,,20,11.2,,1012,,3,100,415.5
2024/1/8,23,29,25,79,0,,30,14.8,,1012,,3,100,635
2024/1/8,24,29.5,25.05,77,0,,45,14.8,,1011.5,,3,100,646
2024/1/8,25,30,25.1,75,0,,60,14.8,,1011,,3,100,657
